"GR113-003","GR113-005","GR113-006","GR113-010","GR113-015","GR113-016","GR113-018","GR113-020","GR113-021","GR113-022","GR113-023","GR113-024","GR113-025","GR113-026","GR113-027","GR113-028","GR113-029","GR113-030","GR113-031","GR113-032","GR113-033","GR113-034","GR113-035","GR113-036","GR113-038","GR113-039","GR113-040","GR113-041","GR113-042","GR113-043","GR113-044","GR113-045","GR113-046","GR113-048","GR113-049","GR113-050","GR113-051","GR113-052","GR113-055","GR113-056","GR113-057","GR113-059","GR113-060","GR113-062","GR113-063","GR113-065","GR113-066","GR113-067","GR113-068","GR113-069","GR113-070","GR113-071","GR113-073","GR113-074","GR113-075","GR113-077","GR113-078","GR113-083","GR113-084","GR113-085","GR113-086","GR113-087","GR113-088","GR113-089","GR113-090","GR113-091","GR113-092","GR113-094","GR113-095","GR113-096","GR113-100","GR113-102","GR113-103","GR113-106","GR113-107","GR113-108","GR113-109","GR113-110","GR113-111","GR113-114","GR113-115","GR113-116","GR113-118","GR113-119","GR113-120","GR113-121","GR113-122","GR113-123","GR113-125","GR113-126","GR113-128","GR113-129","GR113-130","GR113-132","GR113-133","GR113-135","Other","Combine-GR113-097"
220,36,11,2553,403,1147,592,660,1046,1021,4878,1273,2693,311,13234,661,3499,339,597,1265,2390,1050,1052,1077,101,1781,1820,1000,7,5296,1137,333,5737,211,15,51,1327,4715,256,2210,235,12693,257,5252,18253,100,67,4466,8509,1786,11993,983,1084,749,411,0,4043,47,969,267,7589,92,1240,1938,331,28,111,1063,1319,259,3272,66,39,3,43,1210,834,2587,15517,4201,120,186,1420,73,486,161,1598,1443,1429,1264,1083,543,29,24,411,241,47,51
236,42,13,2525,419,1060,631,636,1092,971,4606,1191,2598,302,12862,666,3325,311,548,1156,2380,1029,1039,1053,126,1744,1746,851,6,5161,1102,375,5865,226,11,44,1378,4777,239,2164,239,12660,273,5101,17674,96,68,4292,8300,1717,11977,927,1168,767,395,6,4019,60,1076,266,7401,83,1219,1910,303,38,139,1074,1227,254,3233,65,40,3,36,1135,887,2598,15512,3855,124,141,1431,55,281,193,1492,1319,1335,1224,1020,521,35,18,367,225,61,62
272,66,11,2738,454,1133,666,679,1127,1048,4754,1219,2647,347,13717,657,3700,382,631,1266,2501,1011,1066,1159,124,1833,1809,912,7,5403,1193,360,6177,268,15,49,1649,5547,322,2321,259,13677,246,5298,19430,111,65,4592,9151,1869,13158,1029,1258,852,374,14,4660,60,1106,336,8031,86,1362,1947,328,32,149,1147,1255,262,3433,63,38,2,35,1226,836,2759,16851,4108,149,158,1478,58,173,221,1635,1399,1377,1187,1017,470,43,16,364,210,55,49
259,42,12,2781,477,1144,672,684,1077,1014,4557,1242,2484,311,13117,620,3546,305,599,1262,2488,1081,1054,1056,95,1756,1752,940,2,5099,1086,363,5981,244,24,59,1521,5572,271,2407,245,13737,220,5599,19288,108,76,4530,9121,1945,12844,1045,1303,800,371,132,4944,58,1108,382,8468,89,1403,2127,303,40,137,1027,1259,250,3363,75,43,6,39,1103,831,3030,16678,3919,148,121,1543,82,151,278,1572,1406,1296,1203,949,423,43,14,376,235,80,56
300,47,12,3580,508,1209,757,722,1142,938,4914,1252,2709,354,14049,680,3799,327,594,1245,2639,1090,1061,1165,110,1951,1986,1006,5,5319,1228,459,7294,323,17,103,1879,6841,311,3004,317,17318,290,6817,23978,123,84,6004,10859,2203,15274,1294,1392,853,447,1386,8818,129,1638,423,12169,109,1781,2633,363,51,130,1129,1419,251,4246,76,42,3,56,1206,890,3476,20501,3753,103,145,1662,81,108,403,1660,1625,1295,1115,1029,463,28,15,425,278,128,75
414,56,11,3561,500,1262,764,671,1108,1027,4871,1236,2846,339,13812,696,3537,331,613,1250,2648,1026,1089,1082,110,1904,1903,974,6,5490,1178,435,7198,311,15,89,1983,6774,298,2872,291,16422,269,6596,23235,103,65,5639,10525,2340,15204,1295,1322,904,485,881,8845,91,1640,398,12226,112,1948,2943,380,44,154,1129,1394,265,4216,62,41,4,57,1205,960,2739,20479,3410,87,133,1695,58,137,486,1861,1673,1420,1204,970,460,48,20,427,277,125,71
392,58,12,2899,447,1116,681,622,1071,957,4462,1190,2487,296,12585,602,3402,326,561,1207,2325,1005,1012,976,103,1694,1693,914,1,4999,1032,427,6371,266,21,78,1614,5785,278,2512,290,13850,230,5669,19930,105,74,4879,9347,2011,13043,1097,1160,852,401,78,5708,74,1246,346,9448,95,1604,2386,369,35,141,979,1233,253,3610,67,40,1,41,1135,907,2541,17428,3128,60,112,1523,36,124,351,1720,1412,1362,1147,762,464,37,19,398,207,70,68
365,42,11,2961,472,1137,674,652,1087,1055,4711,1274,2703,312,13689,666,3528,337,574,1294,2557,958,1142,1037,132,1747,1887,881,3,5286,1175,412,6437,295,15,86,1524,5503,285,2500,285,13884,213,5579,20567,109,71,5040,9528,1917,13244,1015,1224,874,421,23,5599,85,1306,355,9815,100,1567,2535,365,34,148,1053,1266,274,3651,64,44,4,72,1170,915,2498,17577,3422,75,151,1595,37,205,335,1758,1403,1467,1378,945,454,42,19,417,262,69,64
385,41,20,2771,459,1064,588,625,1046,940,4534,1246,2502,303,12728,658,3259,307,562,1186,2366,986,1094,1048,86,1695,1784,896,5,5111,1068,381,6095,250,23,61,1391,5094,291,2305,220,12903,199,5168,19154,103,62,4705,8908,1856,12460,979,1116,798,399,12,4792,72,1185,299,8991,87,1410,2229,306,32,145,1042,1241,237,3430,63,38,2,44,1128,842,2395,16415,3567,87,141,1476,50,243,260,1688,1257,1378,1340,943,442,26,19,372,238,51,63
354,35,10,2536,442,1050,599,649,1005,1026,4408,1267,2609,305,13314,667,3514,337,581,1186,2316,1062,1078,1031,141,1780,1784,914,6,5154,1127,377,5832,217,5,56,1350,4955,260,2323,237,12604,186,5132,18621,108,64,4587,8842,1878,12194,965,1038,793,384,6,4270,60,1197,322,8485,82,1283,2154,287,47,124,975,1154,257,3380,63,42,7,45,1219,894,2349,15839,3952,112,183,1512,53,407,204,1788,1344,1427,1344,1023,504,27,21,389,238,38,74
334,38,13,2443,408,1080,594,653,1064,953,4336,1221,2567,316,12797,659,3267,321,551,1166,2313,929,1034,1072,94,1635,1689,914,8,4940,1092,345,5640,212,13,44,1231,4972,272,2283,229,11944,158,4945,17607,91,60,4420,8168,1713,11467,837,1023,856,373,2,4042,52,1020,310,7754,72,1189,2062,264,28,129,1016,1099,265,3168,68,33,3,61,1138,871,2286,15443,3960,92,199,1498,48,482,187,1728,1352,1386,1336,939,505,28,14,401,233,45,61
361,44,15,2638,422,1017,582,643,1111,1025,4349,1342,2638,282,13173,668,3410,302,612,1276,2386,1093,1094,1136,119,1773,1774,879,10,5217,1142,359,5625,226,19,37,1409,5073,298,2316,232,12088,193,4964,17669,86,62,4529,8347,1808,11575,938,1073,837,373,4,3813,49,979,271,7478,90,1173,2084,302,36,124,1050,1190,266,3266,63,35,1,53,1323,858,2290,15793,4132,116,216,1494,50,597,188,1799,1513,1465,1446,1111,570,21,26,400,225,52,51
326,32,8,2615,447,1013,618,641,1115,982,4452,1340,2696,291,13048,637,3512,327,579,1260,2405,1046,1094,1120,106,1807,1842,907,8,5187,1179,358,5723,214,10,39,1400,5061,250,2218,246,11814,192,4734,17664,92,76,4535,8405,1734,11620,880,1020,810,365,0,3728,43,958,284,7285,72,1249,2072,267,39,139,1083,1125,266,3196,80,31,1,66,1228,819,2372,15881,4212,114,194,1553,58,394,183,1735,1457,1423,1320,1073,499,26,15,396,247,45,58
315,39,13,2463,409,1024,557,657,1125,904,4299,1297,2660,271,12838,655,3384,321,560,1243,2325,1018,1031,1046,86,1673,1714,899,3,5047,1151,369,5592,189,9,44,1397,5067,238,2121,240,11702,211,4718,16897,96,51,4206,8083,1766,11460,898,1095,789,355,3,3740,50,957,249,7264,66,1243,2075,263,35,119,1042,1159,261,3206,55,59,3,46,1185,818,2375,15321,3733,121,181,1553,46,292,176,1644,1469,1341,1374,979,516,26,18,400,235,39,60
350,37,19,2743,478,1135,667,676,1108,1012,4455,1324,2723,329,13511,740,3586,335,583,1250,2494,1092,1110,1080,98,1775,1793,932,5,5303,1115,386,5978,193,16,46,1562,5650,231,2337,238,12549,191,5228,18691,97,57,4745,8802,1924,12154,922,1202,805,348,12,4365,59,989,296,7860,76,1358,2210,274,45,144,1065,1174,231,3538,59,50,3,55,1252,861,2548,16886,3991,133,191,1660,57,179,220,1765,1386,1421,1351,971,486,31,17,391,238,60,45
357,28,12,2619,450,1007,567,665,1066,927,4311,1278,2595,292,12993,627,3430,277,547,1184,2328,1004,1092,1076,88,1700,1702,895,5,5047,1118,353,6047,218,9,42,1493,5695,266,2222,257,12900,194,5145,18278,103,76,4635,8667,1961,12211,967,1219,794,382,24,4342,60,1009,306,7940,84,1337,2203,265,34,108,1020,1216,264,3398,57,40,2,53,1115,870,2690,16488,3640,97,103,1517,69,115,248,1627,1271,1395,1247,958,388,27,28,376,251,43,59
404,54,9,3124,448,1158,649,672,1117,1051,4584,1306,2746,332,13603,677,3487,329,667,1214,2541,1094,1160,1125,113,1755,1830,960,11,5130,1203,373,6600,256,17,52,1635,6336,287,2576,281,14156,226,5783,20074,103,61,5200,9558,2168,13442,1068,1261,828,387,55,5320,78,1153,380,9213,97,1419,2357,340,43,127,1094,1214,247,3673,63,54,1,72,1115,883,3043,18364,3786,105,117,1731,87,133,391,1837,1479,1265,1202,950,445,33,19,374,232,68,74
434,38,14,3246,521,1099,705,669,1214,1033,4654,1319,2691,334,13930,718,3620,333,607,1263,2505,1083,1134,1114,100,1777,1860,1053,7,5407,1216,413,7095,297,19,61,1774,6899,296,2848,324,14699,261,6164,22083,121,93,5674,10329,2327,13773,1158,1299,862,442,329,6925,95,1460,373,11074,84,1722,2599,323,39,155,1171,1237,253,3946,64,45,6,68,1117,941,2770,20207,3305,81,148,1704,69,154,408,1994,1598,1390,1313,929,469,29,25,382,238,99,86
475,39,16,3087,468,1089,659,655,1068,905,4131,1249,2549,300,12759,625,3354,308,534,1161,2387,1016,1063,1072,91,1624,1750,890,4,4953,1086,405,6668,279,20,63,1748,6746,307,2534,253,13780,259,5459,20686,87,75,5417,9666,2162,12575,1042,1129,853,408,713,7105,110,1538,391,11635,90,1685,2463,299,36,139,1021,1234,268,3811,65,43,1,60,1039,890,2517,19111,3042,87,134,1562,54,132,292,1884,1343,1319,1135,847,443,24,16,343,225,114,88
621,52,14,3304,480,1110,753,666,1171,956,4674,1370,2801,322,13969,657,3550,332,638,1256,2546,1126,1097,1119,117,1867,1840,1030,8,5327,1176,458,6953,306,12,94,1931,7097,337,2720,321,14599,295,5975,22080,121,75,5818,10605,2366,13777,1222,1304,878,458,543,7536,113,1575,390,12581,126,1821,2774,339,43,151,1119,1320,273,4106,75,51,1,53,1245,945,2845,20846,3334,85,127,1707,48,187,338,2029,1521,1457,1369,948,438,35,17,387,260,113,73
571,46,12,2939,450,1051,638,619,1086,938,4335,1261,2720,301,13170,693,3368,326,561,1171,2271,980,1070,1071,104,1737,1732,900,8,5181,1100,376,6252,245,14,63,1651,5802,317,2420,288,12459,259,5101,19457,92,56,5045,9161,2137,11981,996,1119,786,361,92,5490,83,1321,342,10460,85,1580,2427,277,38,144,1062,1213,255,3615,66,48,2,53,1206,885,2482,18249,3686,112,176,1536,57,245,295,1960,1392,1466,1338,969,484,29,17,368,210,78,94
532,42,18,2723,445,1038,634,645,1127,968,4375,1329,2733,327,13337,693,3497,320,606,1262,2457,1026,1069,1054,95,1762,1739,923,7,5188,1138,403,6126,223,15,72,1472,5306,293,2357,268,12489,349,5155,18781,100,68,4887,8962,2060,11799,965,1148,850,396,22,4683,67,1132,351,9386,92,1354,2252,317,40,149,1075,1209,263,3424,57,47,0,53,1323,868,2518,17349,3874,112,194,1602,61,347,227,1965,1483,1492,1404,1065,515,51,17,350,241,61,81
472,34,16,2546,405,961,615,639,1073,961,4380,1309,2654,318,12478,694,3340,311,564,1258,2272,1000,1098,1053,85,1713,1761,895,7,5134,1123,339,5580,227,15,33,1354,4899,235,2222,217,11342,310,4747,17191,84,71,4505,8521,1788,10684,890,997,816,367,9,4010,46,1048,306,8386,73,1229,1946,274,35,121,1013,1155,246,3276,52,43,6,55,1250,795,2487,16029,3865,119,174,1525,70,574,182,1885,1394,1398,1365,1081,512,29,17,357,190,71,74
414,32,12,2621,455,1011,568,609,1042,997,4451,1385,2722,310,13055,695,3434,312,565,1235,2413,1045,1096,1062,119,1695,1806,927,4,5335,1161,330,5757,247,8,44,1440,5133,246,2348,228,11382,284,5042,17328,96,74,4396,8399,1893,10713,940,1001,777,395,8,3787,50,1001,295,7774,73,1247,2030,271,30,131,1027,1189,249,3196,71,35,3,58,1305,822,2672,16638,4391,111,209,1654,56,701,148,2008,1674,1503,1330,1231,506,37,18,433,204,32,69
390,46,14,2549,442,1032,602,671,1211,954,4555,1411,2858,319,13089,695,3430,339,609,1250,2445,1080,1119,1114,94,1752,1819,887,5,5372,1161,372,5721,238,15,50,1498,5174,270,2160,267,11186,266,4813,17179,101,82,4251,8078,1938,11037,891,1038,796,407,4,3629,42,962,268,7469,69,1212,2022,240,32,126,1076,1200,252,3314,58,34,2,60,1296,834,2700,16709,4039,116,166,1648,69,483,173,1899,2247,1419,1333,1174,507,36,21,366,219,45,79
395,43,17,2487,425,982,623,611,1096,857,4354,1363,2690,304,13103,700,3435,301,604,1166,2317,1029,1072,1120,118,1732,1780,899,3,5118,1040,368,5737,222,16,39,1453,5377,245,2201,228,11029,289,4569,16772,106,71,4336,8138,1817,10692,834,1112,749,372,2,3571,61,880,247,7349,70,1294,1923,263,35,107,1045,1139,239,3178,62,42,4,63,1167,795,2446,16261,3920,125,177,1566,58,301,169,1922,1439,1435,1335,971,503,38,16,369,228,41,68
442,34,13,2739,442,1069,647,649,1169,985,4513,1346,2785,314,13492,698,3542,363,584,1250,2336,1043,1127,1163,120,1719,1855,907,1,5331,1169,382,5947,237,12,39,1566,5827,278,2340,237,11974,281,4951,18003,94,73,4576,8734,2131,11794,912,1189,792,378,6,4258,57,952,278,8052,86,1305,2007,275,45,130,1087,1200,252,3427,77,45,1,60,1243,831,2656,17967,4209,103,139,1713,64,193,240,1999,1383,1438,1280,1045,537,32,19,383,214,44,88
403,30,10,2754,459,1004,619,620,1098,943,4261,1313,2661,296,13124,721,3367,314,620,1243,2479,1023,1160,1079,117,1697,1826,922,2,5081,1136,375,6211,239,16,58,1755,6221,257,2332,263,12229,334,5007,18424,106,59,4675,8861,1993,11765,888,1203,799,410,16,4398,56,988,301,8259,78,1310,2164,302,42,133,1090,1186,269,3599,64,48,4,69,1161,873,2713,18023,3922,108,91,1650,91,139,300,1959,1478,1284,1288,1021,440,44,14,415,208,42,111
518,44,12,3141,537,1097,664,720,1144,1017,4569,1421,2896,352,13786,756,3554,365,604,1272,2477,1066,1148,1131,112,1798,1855,967,4,5424,1204,403,7072,243,18,53,1902,7118,284,2800,278,13836,378,5816,20335,101,67,5353,10125,2290,12989,1103,1304,816,419,68,5797,86,1145,342,9756,81,1520,2449,298,24,153,1142,1320,253,3976,56,44,3,75,1197,931,3193,20243,3756,82,122,1789,92,126,425,2114,1574,1401,1145,1071,418,30,24,368,216,68,122
542,43,14,3177,662,1041,530,684,1185,943,4612,1346,2833,300,13770,705,3703,344,669,1240,2457,1086,1121,1157,126,1762,1932,993,9,5275,1210,368,6655,244,16,73,1799,6723,309,2733,272,13441,360,5661,20489,112,72,5589,9743,2200,12892,773,1242,829,349,157,6360,87,1280,398,10793,90,1613,2635,320,31,141,1187,1302,283,3903,77,51,3,52,1114,877,2495,21643,3396,93,159,1794,54,157,323,2123,1453,1364,1366,998,557,40,23,431,221,78,148
588,43,8,2902,574,1002,485,612,1097,888,4243,1254,2546,308,12457,653,3286,296,569,1146,2257,978,1086,1027,105,1592,1694,910,6,4992,1159,322,6187,194,16,54,1723,6062,294,2479,245,12050,341,5013,18922,101,74,5216,9254,2006,11624,717,1068,753,336,156,5403,80,1167,295,9827,76,1517,2356,292,52,134,1033,1210,239,3679,37,45,4,61,1096,886,2416,19732,3164,70,123,1657,35,114,330,2094,1366,1231,1193,848,375,31,18,377,190,70,141
639,47,16,3278,683,1042,558,673,1132,988,4617,1409,2802,343,13996,729,3519,313,628,1317,2418,1065,1125,1162,109,1819,1862,978,3,5500,1223,387,6707,223,18,69,1875,6874,307,2751,274,12944,340,5492,20362,107,74,5858,10065,2166,12623,856,1200,830,353,300,6164,77,1372,376,11201,98,1703,2639,313,45,151,1134,1273,267,4154,41,38,2,64,1276,939,2673,21998,3567,89,134,1825,65,187,398,2315,1551,1424,1339,906,450,36,16,405,227,75,143
639,41,8,2897,606,1026,493,642,1131,899,4280,1313,2615,331,12869,693,3253,284,588,1189,2322,1021,1058,1030,123,1763,1805,892,5,5168,1136,318,5954,226,15,55,1618,5924,283,2466,253,11885,340,5111,18609,96,62,5225,9125,1940,11569,751,1113,734,332,122,4764,75,1121,315,9497,72,1480,2479,230,32,131,1080,1206,265,3452,47,41,1,66,1243,822,2593,19717,3745,85,144,1661,44,283,262,2272,1357,1390,1454,1047,479,36,20,427,187,54,163
598,39,13,2789,630,1022,453,644,1144,917,4502,1341,2803,322,13429,695,3477,329,611,1313,2372,1064,1136,1101,115,1623,1840,907,5,5330,1165,342,6061,182,13,48,1498,5737,273,2433,252,11791,316,5053,18014,105,74,5022,8788,1928,11343,747,1094,784,331,28,4289,52,1037,305,8709,76,1392,2240,300,28,152,1068,1194,244,3644,50,54,2,46,1235,856,2531,19343,3952,92,182,1675,51,395,213,2365,1439,1483,1469,1111,492,38,31,393,209,52,153
544,49,13,2624,572,964,430,579,1074,1010,4381,1391,2774,335,12796,699,3199,345,616,1235,2274,969,1073,999,111,1652,1812,904,6,4939,1104,331,5569,193,8,51,1412,5275,243,2241,207,10769,304,4505,16772,102,68,4685,8384,1808,10392,602,1000,753,280,5,3841,40,925,264,7942,68,1258,2205,243,36,120,1019,1189,228,3282,56,42,0,60,1247,836,2441,17899,3916,113,204,1611,49,533,193,2389,1410,1479,1396,1113,494,35,9,355,219,49,162
496,32,12,2710,541,1002,494,673,1167,906,4395,1357,2873,306,13171,704,3498,388,603,1263,2347,963,1189,1038,102,1680,1745,890,4,5320,1124,317,5710,181,17,51,1532,5337,280,2477,222,11125,323,5093,17212,106,56,4600,8504,1952,10726,696,965,747,308,3,3715,59,918,267,8018,71,1215,1991,277,28,124,1088,1155,240,3348,64,44,5,69,1286,871,2627,18544,4092,114,200,1716,48,729,186,2487,1772,1553,1431,1276,521,35,23,444,208,30,154
521,34,15,2552,580,1044,485,625,1177,966,4470,1374,2837,306,13089,709,3506,354,650,1222,2284,1013,1127,1073,112,1710,1853,931,8,5344,1142,318,5631,187,14,38,1452,5324,256,2286,223,10752,282,4988,16838,101,69,4488,8234,1910,10538,640,1065,745,315,3,3517,39,890,257,7524,68,1179,2035,255,44,154,1078,1128,264,3491,56,35,2,72,1253,873,2587,18307,4088,133,211,1668,58,439,203,2377,1596,1409,1401,1074,513,36,18,423,219,35,149
488,43,16,2644,575,930,481,661,1120,991,4383,1407,2814,306,12931,730,3464,310,576,1206,2350,1042,1106,995,125,1693,1761,879,1,5228,1180,303,5438,177,14,40,1532,5436,231,2240,221,10704,302,4552,16480,89,54,4538,8246,1821,10441,650,990,769,350,5,3722,50,787,253,7445,74,1277,2062,262,39,153,1058,1156,255,3263,63,47,1,63,1159,856,2525,18369,3951,96,132,1722,48,268,170,2275,1344,1416,1308,1123,470,35,21,393,207,41,160
481,39,14,2852,589,1014,494,660,1165,951,4746,1461,2821,336,13379,706,3576,317,629,1313,2406,1096,1130,1067,105,1791,1886,995,9,5364,1264,295,5974,185,15,54,1638,6302,247,2513,243,11636,332,4972,18076,95,83,4839,8878,2048,11421,737,1161,728,346,11,4195,54,960,260,8406,80,1383,2213,266,35,174,1106,1184,285,3613,60,31,2,60,1194,928,2759,19839,4048,104,140,1795,78,169,205,2280,1389,1466,1400,1115,485,40,13,423,221,46,212
515,37,19,2688,627,976,501,615,1068,937,4408,1440,2832,337,13192,704,3400,326,594,1175,2408,1012,1124,1134,103,1693,1803,894,5,5197,1199,345,6095,178,17,48,1655,6471,246,2440,244,11545,339,5070,17889,94,59,4789,8814,1989,11495,708,1131,730,329,16,4340,51,990,295,8556,76,1334,2299,276,27,146,1069,1209,274,3539,59,49,1,59,1143,849,2901,20227,3704,112,119,1789,68,157,286,2254,1371,1341,1356,1046,482,39,14,429,195,45,178
588,43,14,3121,611,1050,493,652,1226,949,4512,1432,2904,291,13585,714,3329,370,651,1238,2477,1070,1199,1103,91,1816,1951,938,8,5443,1216,350,6468,207,16,53,1832,6967,288,2729,262,12820,353,5520,19338,108,71,5488,9844,2087,12055,775,1209,844,366,43,5167,76,1104,328,9761,75,1536,2490,289,27,164,1130,1299,270,3976,63,37,3,62,1196,896,3177,21803,3693,80,167,1910,44,148,340,2300,1455,1327,1304,1134,464,33,14,411,218,70,237
635,41,9,3378,672,1047,508,662,1162,957,4600,1430,2915,312,13613,708,3586,360,665,1297,2514,1086,1159,1169,93,1861,1883,1041,1,5496,1259,451,6667,242,27,79,1914,6963,278,2820,292,12679,356,5570,19989,114,89,5339,10294,2236,12884,792,1191,811,376,61,5749,86,1365,317,11095,89,1705,2738,282,35,152,1283,1337,295,4117,51,47,4,58,1194,896,2833,22289,3227,70,108,1905,62,127,418,2622,1519,1449,1392,1036,482,27,21,414,252,59,265
624,31,15,3050,621,954,492,591,1035,915,4247,1342,2689,297,12622,630,3141,300,567,1155,2335,1003,1094,1028,100,1708,1681,965,4,4934,1144,414,6092,237,18,62,1713,6635,267,2615,288,11828,327,5167,18590,118,71,4850,9845,1967,11779,781,1068,760,353,105,5266,79,1206,312,10172,79,1534,2454,271,46,139,1096,1264,264,3803,54,43,1,52,1076,864,2713,20500,3083,66,125,1746,45,128,388,2501,1444,1275,1198,813,399,31,18,391,201,65,248
668,49,11,3256,719,1026,513,673,1169,903,4586,1459,2835,296,13512,766,3431,350,643,1257,2478,1080,1149,1095,113,1738,1817,1002,4,5316,1202,442,6528,237,19,73,1822,6979,314,2766,259,12224,345,5185,19431,115,82,5273,10396,2141,12253,774,1130,848,355,119,5574,73,1314,332,11024,79,1671,2616,297,32,141,1171,1272,253,3916,58,41,1,77,1287,944,2841,21942,3688,73,129,1926,55,222,324,2603,1446,1440,1514,997,500,45,14,449,212,62,239
563,42,10,2929,635,923,479,645,1073,947,4364,1414,2738,287,13154,685,3331,316,611,1125,2445,1021,1080,1098,110,1650,1751,914,7,5178,1159,421,6134,226,16,51,1667,6124,287,2596,257,11195,333,4961,18081,93,87,4918,9676,1993,11560,662,1090,763,313,40,4621,49,1139,297,9975,99,1474,2343,256,34,153,1173,1219,299,3723,51,47,3,63,1256,869,2658,19596,3566,78,163,1819,51,236,274,2532,1327,1401,1391,1054,433,34,25,410,188,51,263
624,22,13,2832,575,964,503,693,1176,987,4447,1345,2904,291,13215,705,3385,317,576,1200,2395,1055,1095,1097,110,1660,1851,919,6,5276,1120,379,5897,221,22,54,1613,5885,271,2610,250,10786,321,4775,17329,104,60,4659,9481,1979,11162,648,1102,782,353,15,4107,61,1048,283,9282,75,1335,2411,248,29,143,1165,1219,241,3563,53,26,1,57,1348,879,2581,19401,3881,106,183,1754,46,369,258,2400,1379,1562,1527,1048,476,39,24,440,235,41,263
530,38,6,2612,567,840,430,660,1121,994,4325,1356,2764,315,12854,735,3295,323,608,1217,2315,1020,1207,1029,104,1657,1760,848,4,5006,1137,393,5537,189,17,46,1462,5441,261,2347,222,10153,289,4561,16213,111,66,4307,8784,1893,10351,630,1014,682,283,4,3602,52,942,257,8210,75,1279,2214,235,37,123,1141,1138,260,3281,36,30,2,67,1155,861,2556,17804,3860,89,176,1752,52,523,184,2414,1312,1467,1448,1161,508,43,29,434,187,44,234
536,28,12,2621,601,928,469,699,1130,918,4455,1452,2910,298,13300,746,3530,337,570,1293,2400,1106,1189,1130,108,1709,1723,916,5,5317,1099,391,5594,213,13,50,1500,5496,252,2402,235,10012,343,4615,16250,86,79,4343,8955,1823,10547,637,945,737,336,5,3520,33,957,261,8090,72,1289,2221,231,32,117,1200,1160,254,3436,32,42,4,67,1254,845,2602,18337,4079,113,213,1895,44,570,203,2451,1430,1539,1549,1210,550,36,26,459,225,40,245
507,33,12,2694,609,936,468,699,1142,975,4538,1463,2872,312,13418,721,3475,329,646,1255,2388,1010,1132,1123,110,1684,1889,932,6,5460,1239,380,5525,178,15,37,1523,5559,216,2378,224,10114,289,4711,16002,94,52,4272,8739,1871,10267,638,984,716,342,2,3363,37,871,244,7812,57,1201,2204,212,38,150,1219,1208,277,3359,48,48,0,57,1262,877,2767,18694,3915,101,172,1863,57,519,177,2443,1590,1444,1554,1181,528,44,16,432,217,32,264
462,29,13,2653,564,921,476,663,1137,930,4422,1479,2909,304,12934,651,3300,347,678,1203,2339,1091,1181,1086,105,1693,1829,895,3,5183,1163,384,5398,187,12,44,1495,5516,238,2300,223,9896,363,4548,15840,97,55,4283,8603,1916,10533,612,1047,672,306,3,3486,44,913,256,7910,70,1266,2078,242,43,139,1160,1165,280,3342,65,36,4,59,1168,811,2668,18399,3790,113,141,1920,42,292,174,2419,1351,1494,1457,1016,504,31,23,393,209,38,241
493,42,10,2820,621,904,503,670,1171,938,4673,1474,2859,319,13435,746,3466,353,644,1225,2470,1089,1234,1167,112,1785,1881,963,7,5421,1192,361,5673,191,16,49,1671,6134,269,2550,227,10869,340,4739,16731,86,66,4592,9299,1942,11021,674,1156,746,354,4,3874,37,975,251,8449,71,1369,2326,255,31,143,1195,1211,269,3363,67,34,6,57,1179,838,2950,19432,3769,110,150,2011,44,202,213,2374,1415,1493,1498,1052,476,26,30,409,224,26,282
537,37,5,2825,587,898,472,696,1099,936,4298,1452,2772,279,13070,650,3451,373,584,1184,2470,1086,1152,1106,110,1700,1827,943,6,5213,1186,394,5874,264,19,55,1780,6718,278,2629,256,11045,377,4798,17066,101,84,4580,9554,1965,11302,672,1093,680,346,13,4193,52,959,330,8937,78,1375,2337,241,37,146,1226,1219,273,3522,55,45,3,55,1203,870,3031,19855,3606,86,144,1936,56,116,282,2399,1301,1439,1355,998,404,29,20,429,215,53,279
579,32,14,3158,636,954,512,716,1177,988,4631,1480,2950,324,13633,718,3579,316,664,1210,2544,1056,1171,1106,96,1683,1933,969,7,5392,1304,419,6463,259,14,55,1898,7182,270,2767,254,12167,409,5421,18718,106,76,5149,10465,2239,12293,712,1166,757,384,40,4951,64,1101,307,10064,71,1490,2566,275,32,152,1377,1347,272,3838,58,52,2,69,1217,867,3300,21943,3481,78,112,2104,59,139,391,2688,1529,1349,1363,1066,469,27,30,445,232,64,362
634,39,10,3356,679,912,526,681,1213,1011,4492,1545,2886,321,13800,735,3629,333,625,1183,2499,1094,1208,1145,113,1844,1926,968,5,5376,1261,466,6606,280,17,57,1902,7766,257,2927,272,12514,454,5447,19589,128,70,5327,10293,2468,12408,746,1039,775,331,100,5751,94,1250,349,11871,78,1645,2835,281,29,160,1306,1345,279,4088,60,49,3,71,1206,947,3463,22851,3043,63,119,2056,49,138,358,2686,1532,1595,1441,943,457,34,25,372,219,89,391
678,51,9,3377,663,961,594,665,1151,936,4360,1516,2802,332,12995,682,3381,347,624,1191,2423,1053,1128,1113,89,1659,1822,1020,6,5117,1209,462,6560,279,20,72,1930,7839,257,2982,276,12580,401,5585,19690,104,85,5245,10504,2398,12015,762,991,768,359,637,6342,98,1337,322,12996,93,1578,2888,293,40,137,1165,1297,297,4041,47,47,3,83,1125,902,3296,23058,2988,82,129,1948,48,147,303,2742,1530,1447,1338,859,458,40,28,427,235,82,370
